univers,type,valeur,genre,signification,culture,origine
reel,français,Justin,m,juste,latin,
reel,français,Justine,f,juste,latin,justin
reel,hindou,Jyoti,f,Lumineuse,,
reel,hindou,Jyotibala,f,Splendeur,,
reel,hindou,Jyotichandra,m,Splendeur,,
reel,hindou,Jyotika,f,Lumière|Flamme,,
reel,hindou,Jyotimoyi,f,Brillante,,
reel,hindou,Jyotiprakash,m,Splendeur du Feu,,
reel,hindou,Jyotirdhar,m,Celui qui tient le Feu,,
reel,hindou,Jyotirmoy,m,Lumineux,,
reel,hindou,Jyotishmati,f,Brillante,,
reel,hindou,Jyotsana,f,clair-de-lune,,
reel,hindou,Jyotsna,f,clair-de-lune,,
reel,nord-amérindien,Kachina,f,danseuse sacrée,,
reel,hindou,Kadambari,f,déesse|vin|[nom de la déesse du vin],,
reel,hindou,Kadambini,f,Paquet|Nuages,,
warcraft,orc,Kag'ar,m,,Prophete,warcraft
reel,nord-amérindien,Kahsha,f,robe de fourrure,,
reel,hindou,Kaikeyi,f,reine|[nom d'une reine, mère de Bharata],,
reel,hindou,Kailash,m,nom d'une montagne sacrée, séjour de Shiva,,
reel,hindou,Kailashnath,m,[un nom de Shiva],,
reel,hindou,Kairav,m,Lotus Blanc,,
reel,hindou,Kaishori,f,[un nom de la déesse Parvati],,
reel,hindou,Kajal,f,Fard,,
reel,hindou,Kajal/Kajjali,f,[Khôl, Fard],,
warcraft,orc,Kajind,x,,Maitre-Lame,warcraft
reel,hindou,Kajri,f,Légère|Nuage,,
reel,hindou,Kala,f,Art,,
reel,hindou,Kalanidhi,f,Trésor|Art,,
reel,hindou,Kalavati,f,Artiste,,
reel,hindou,Kali,f,Noir|[nom de déesse],,
warcraft,mort-vivant,Kali'naj,m,,liche,warcraft
reel,hindou,Kalidas,m,Serviteur de Kali, nom d'un célèbre poète,,
reel,hindou,Kalika,f,Noir|[nom de déesse],,
reel,hindou,Kalima,f,Noirâtre,,
reel,hindou,Kalimohan,m,Dévot de Kali,,
reel,hindou,Kalinda,f,Montagne|noire,,
reel,hindou,Kalindi,f,[un nom de la rivière Yamuna],,
reel,hindou,Kaliranjan,m,Dévot de Kali,,
reel,nord-amérindien,Kaliska,f,coyote chassant le cerf,,
reel,hindou,Kallol,f,Houle|Bouillonnement|Eau,,
reel,hindou,Kalpana,f,Imagination,,
reel,hindou,Kalpesh,m,Seigneur de la Perfection,,
reel,hindou,Kalpita,f,Imaginée,,
reel,hindou,Kalyan,m,Bien-Etre,,
reel,hindou,Kalyani,f,Favorable|[un nom de Parvati],,
warcraft,orc,Kam,x,,chef-tauren,warcraft
reel,hindou,Kama,m,nom du dieu de l'Amour,,
reel,hindou,Kamadev,m,nom du dieu de l'Amour,,
reel,hindou,Kamakshi,f,Yeux|Désir|[nom de Lakshmi et Parvati],,
reel,hindou,Kamal,m,Rouge, Fleur de lotus,,
reel,hindou,Kamala,f,Lotus,,
reel,hindou,Kamalakshi,f,Beaux|Yeux|Lotus,,
reel,hindou,Kamalesh,m,aux Yeux de Lotus,,
reel,hindou,Kamalika,f,Lotus,,
reel,hindou,Kamalini,f,Lotus,,
reel,hindou,Kamalkali,f,Bouton|Lotus,,
reel,hindou,Kamalnayan,m,aux Yeux de Lotus,,
reel,hindou,Kamana,f,Désir,,
reel,hindou,Kameshvar,m,nom du dieu de l'Amour,,
reel,hindou,Kamini,f,Jolie,,
reel,hindou,Kamna,f,Désir,,
reel,hindou,Kamraj,m,nom du dieu de l'Amour,,
reel,hindou,Kamran,m,le Succès,,
reel,hindou,Kana,f,Atome,,
reel,hindou,Kanak,m,l'Or,,
reel,hindou,Kanaka,f,Or,,
reel,hindou,Kanakabati,f,Conte|fées,,
reel,hindou,Kanakpriya,f,Aime|Or,,
reel,hindou,Kanambala,f,Nymphe|Forêts,,
reel,hindou,Kanan,f,Jardin|Forêt,,
reel,hindou,Kanchan,m,l'Or,,
reel,hindou,Kanchana,f,Or|[nom d'une Apsara],,
reel,hindou,Kanchi,f,Ceinture,,
reel,nord-amérindien,Kanda,f,pouvoir magique,,
reel,irlandais,Kane,m,,irlandais,cathan
reel,hindou,Kanhaiya,m,[un nom de Krishna],,
reel,hindou,Kanika,f,Atome,,
reel,hindou,Kankana,f,Bracelet,,
reel,hindou,Kannan,m,nom d'un roi, fils du Soleil,,
reel,hindou,Kanti,f,Beauté|Éclat,,
reel,hindou,Kantilal,m,Lumineux,,
reel,hindou,Kanvar,m,Jeune Prince,,
reel,hindou,Kanwal,m,Lotus,,
reel,hindou,Kanwalkishore,m,Lotus, [un nom de Krishna],,
reel,hindou,Kanya,f,vierge|[signe zodiacal correspondant à la Vierge],,
reel,hindou,Kapila,f,[nom d'une fille de Daksha (divinité brahmanique)],,
reel,hindou,Kapish,m,un nom du Dieu-Singe Hanuman,,
reel,hindou,Kapotakshi,f,Yeux|Colombe,,
reel,hindou,Kapûr,m,Safran,,
reel,hindou,Karabi,f,fleur,,
reel,hindou,Karala,f,Belle,,
reel,hindou,Karan,m,de l'Oreille, nom du fils du soleil et de Kunti, qui l'engendra par l'oreille,,
reel,français,Karen,f,,,
reel,français,Karine,f,,,
reel,hindou,Karishma,f,Miracle,,
warcraft,humain,Karnwield,m,,paladin,warcraft
reel,hindou,Kartik,m,nom d'un mois du calendrier hindou,,
reel,hindou,Kartikeya,m,autre nom du dieu guerrier Muruga ou Subrahmanya, fils de Shiva et Parvati,,
reel,hindou,Karuka,f,Divine|Œuvre-d'Art,,
reel,hindou,Karuli,f,Innocente,,
reel,hindou,Karuna,f,Compassion,,
reel,hindou,Karunakar,m,le Miséricordieux,,
reel,hindou,Karunamay,m,Plein de Lumière,,
reel,hindou,Karunamayi,f,Compassion,,
reel,hindou,Karunashankar,m,le Miséricordieux,,
reel,hindou,Kashi,f,Lumineuse|[un nom de la ville sainte, Bénarès],,
reel,hindou,Kashika,f,Brille,,
reel,hindou,Kashinath,m,Seigneur de Lumière, [un nom de Shiva],,
reel,hindou,Kashiprasad,m,Béni par la Lumière,,
reel,hindou,Kashmira,f,Cachemire,,
reel,hindou,Kashvi,f,Brillante,,
reel,hindou,Kashyapi,f,[un nom de la Terre],,
reel,hindou,Kasturi,f,Musc,,
reel,irlandais,Kat,f,,,
reel,irlandais,Kate,f,,,cathleen
reel,irlandais,Katelin,f,,,
reel,irlandais,Katelind,f,,,cathleen
reel,irlandais,Katelinn,f,,,cathleen
reel,irlandais,Katelynn,f,,,
reel,irlandais,Kathaleen,f,,,cathleen
reel,irlandais,Katharine,f,,,cathleen
reel,irlandais,Katheleen,f,,,cathleen
reel,irlandais,Kathleen,f,,,
warcraft,elfe,Kathris,f,,Pretresse de la lune,warcraft
reel,hindou,Katyayani,f,[un nom de la déesse Parvati],,
reel,hindou,Kaumudi,f,clair-de-lune,,
reel,hindou,Kausalya,f,[du Peuple Kosala, nom de la mère de Rama],,
reel,hindou,Kausar,m,nom d'un lac du Paradis,,
reel,hindou,Kaushal,m,Astucieux,,
reel,hindou,Kaushik,m,Sentiment Amoureux,,
reel,hindou,Kaustav,m,pierre légendaire, portée par Vishnu,,
reel,hindou,Kaveri,f,rivière,,
reel,hindou,Kavi,m,titre décerné aux poètes,,
reel,hindou,Kavin,f,Jolie,,
reel,hindou,Kavita,f,Poésie,,
reel,irlandais,Kay,f,,,cathleen
reel,nord-amérindien,Kaya,f,petite sœur aînée,,
fantastic,Nain,Kazadri,m,Etoile des profondeurs,,fantastic
fantastic,Nain,Kazadrilin,m,Lame rouge,,fantastic
fantastic,Nain,Kazadrim,m,Forge des tempêtes,,fantastic
fantastic,Nain,Kazadrin,m,Ours des tréfonds,,fantastic
fantastic,Nain,Kazadrinn,m,Barbe des profondeurs,,fantastic
fantastic,Nain,Kazadrok,m,Ecu de la lanterne,,fantastic
fantastic,Nain,Kazadronde,f,Protecteur argenté,,fantastic
fantastic,Nain,Kazadrunda,f,Protecteur des mineurs,,fantastic
fantastic,Nain,Kazadrur,m,Sceptre brûlant,,fantastic
fantastic,Nain,Kazadrura,f,Pierre noire,,fantastic
warcraft,orc,Kazil,m,,Prophete,warcraft
warcraft,orc,Kazragore,m,,Prophete,warcraft
reel,irlandais,Kean,m,,,
reel,hindou,Kedamath,m,[un nom de Shiva],,
reel,irlandais,Keelin,f,,,caoilfhionn
reel,irlandais,Keenan,m,,,cianan
fantastic,Nain,Kefur,m,Couronne de feu,,fantastic
warcraft,orc,Kel,x,,chef-tauren,warcraft
reel,irlandais,Kelan,m,allongé,irlandais,
warcraft,humain,Kelen,m,,archimage,warcraft
warcraft,humain,Kelv,m,,Roi de la montagne,warcraft
fantastic,elfe,Kementari,f,reine de la terre,,fantastic
reel,irlandais,Kenan,m,illustre|moine|charme,irlandais,
reel,irlandais,Kennoc'ha,f,beau,celtique,ken
warcraft,elfe,Kera,f,,Pretresse de la lune,warcraft
reel,irlandais,Kerwan,m,,,coemgen
reel,hindou,Kesari,f,Safran,,
reel,hindou,Keshava,f,Chevelue|beaux|Cheveux,,
reel,hindou,Keshi,f,Chevelue|beaux|Cheveux,,
reel,hindou,Keshika,f,Chevelue|beaux|Cheveux,,
reel,hindou,Keshini,f,Chevelue|beaux|Cheveux,,
reel,hindou,Ketaki,f,fleur,,
reel,hindou,Ketan,m,la Maison ou la Bannière,,
reel,hindou,Ketana,f,Maison,,
reel,hindou,Keva,f,lotus|[un nom du lotus],,
reel,hindou,Kevalkishore,m,Absolu,,
reel,hindou,Kevalkumar,m,Absolu,,
reel,français,Kevin,m,,,
reel,nord-amérindien,Kewanee,f,poule de prairie,Peuple Potawatomi,
reel,hindou,Keya,f,fleur,,
reel,hindou,Keyuri,f,Bracelet,,
reel,hindou,Khemchand,m,Bien-Etre,,
reel,hindou,Khushal,m,Heureux,,
reel,hindou,Khyati,f,Renommée,,
reel,irlandais,Kiara,f,brune,irlandais,
reel,irlandais,Kieran,m,,,ciarán
warcraft,orc,Kigami,x,,Maitre-Lame,warcraft
fantastic,Nain,Kilan,m,Marteau brisé,,fantastic
fantastic,Nain,Kileka,f,Lumière blanche,,fantastic
reel,français,Kilian,m,,,cillian
fantastic,Nain,Kilïn,m,Bouclier hurlant,,fantastic
fantastic,Nain,Kilina,f,Bière de feu,,fantastic
fantastic,Nain,Kilinn,m,Gemme du dragon,,fantastic
fantastic,Nain,Kilira,f,Nuit magnanime,,fantastic
fantastic,Nain,Kilok,m,Fureur magnanime,,fantastic
fantastic,Nain,Kilöm,m,Masse levée,,fantastic
fantastic,Nain,Kilunda,f,Gardien rouge,,fantastic
reel,hindou,Kimaya,f,Divine,,
reel,hindou,Kinari,f,Rivage,,
reel,hindou,Kinjal,f,Berge|Rivière,,
reel,hindou,Kinshuk,m,fleur,,
reel,nord-amérindien,Kinta,f,castor,Tribu Choctaw,
reel,nord-amérindien,Kiona,f,colline dorée,,
reel,hindou,Kiran,f,rayon|lumière,,
reel,hindou,Kiranmala,f,Guirlande|Lumineuse,,
reel,hindou,Kiratidev,m,Dieu de la Lumière,,
reel,hindou,Kiri,f,Fleur|Amarante,,
fantastic,Nain,Kirilia,f,Epée argentée,,fantastic
fantastic,Nain,Kirin,m,Bière de la lanterne,,fantastic
fantastic,Nain,Kirïne,f,Charge dorée,,fantastic
fantastic,Nain,Kirinna,f,Barbe de charbon,,fantastic
fantastic,Nain,Kirira,f,Ours des tréfonds,,fantastic
reel,hindou,Kirit,m,la Couronne ou la Tiare,,
fantastic,Nain,Kirok,m,Etoile blanche,,fantastic
fantastic,Nain,Kiröm,m,Forge des mineurs,,fantastic
fantastic,Nain,Kirond,m,Combat qui gronde,,fantastic
fantastic,Nain,Kiror,m,Mort des tréfonds,,fantastic
reel,hindou,Kîrtana,f,Hymne|Chant|Sacré,,
reel,hindou,Kirti,f,Renommée|[une des formes de la Déesse],,
fantastic,Nain,Kirunda,f,Volonté de feu,,fantastic
reel,hindou,Kishan/Kishen,m,variantes pour Krishna,,
reel,nord-amérindien,Kishi,f,nuit,,
reel,hindou,Kishore,m,Poulain, Jeune,,
reel,hindou,Kishori,f,Pouliche,,
reel,nord-amérindien,Kisos,f,Soleil- Nation Abénakis,,
reel,hindou,Kkrishnaraja,m,[noms de Krishna],,
fantastic,Nain,Kobur,m,Forge levée,,fantastic
reel,nord-amérindien,Kohana,f,blanche,Tribu Zuñi,
fantastic,Nain,Koignar,m,Montagne des profondeurs,,fantastic
fantastic,Nain,Koirin,m,Ours noir,,fantastic
fantastic,Nain,Koisil,m,Montagne des tempêtes,,fantastic
reel,hindou,Kokila,f,Coucou,,
reel,hindou,Komal,f,Tendre,,
reel,hindou,Komali,f,Tendre,,
fantastic,Nain,Korane,f,Hache tranchante,,fantastic
fantastic,Nain,Korben,m,Nuit loyale,,fantastic
fantastic,Nain,Korbi,m,Tonnerre roulant,,fantastic
fantastic,Nain,Korbie,f,Colère qui gronde,,fantastic
fantastic,Nain,Korbilia,f,Lumière de charbon,,fantastic
fantastic,Nain,Korbim,m,Mort de la terre,,fantastic
fantastic,Nain,Korbïne,f,Couronne loyale,,fantastic
fantastic,Nain,Korbinne,f,Gueule de feu,,fantastic
fantastic,Nain,Korbir,m,Armure loyale,,fantastic
fantastic,Nain,Korbira,f,Mort des tréfonds,,fantastic
fantastic,Nain,Korbîs,f,Roche levée,,fantastic
fantastic,Nain,Korbonde,f,Couronne de la terre,,fantastic
fantastic,Nain,Korbor,m,Paix des profondeurs,,fantastic
fantastic,Nain,Korilin,m,Pierre d'acier,,fantastic
fantastic,Nain,Korime,f,Cervoise de charbon,,fantastic
fantastic,Nain,Korin,m,Forge dorée,,fantastic
fantastic,Nain,Korina,f,Volonté des tempêtes,,fantastic
fantastic,Nain,Korïne,f,Protecteur brisé,,fantastic
fantastic,Nain,Koröm,m,Fureur des profondeurs,,fantastic
fantastic,Nain,Korome,f,Pierre roulante,,fantastic
fantastic,Nain,Korond,m,Casque rouge,,fantastic
fantastic,Nain,Koror,m,Lame d'acier,,fantastic
fantastic,Nain,Korunda,f,Nuit des neiges,,fantastic
reel,hindou,Koshin,m,Bouton de Fleur,,
reel,hindou,Koyel,f,Coucou,,
reel,hindou,Krandasi,f,Ciel|Terre,,
reel,hindou,Kranti,f,Révolution,,
reel,hindou,Kripa,f,Pitié,,
reel,hindou,Krishna,m,le célèbre dieu, incarnation de Vishnu,,
reel,hindou,Krishnaa,f,[un nom de Draupadi],,
reel,hindou,Krishnachandra,m,[noms de Krishna],,
reel,hindou,Krishnadeva,m,[noms de Krishna],,
reel,hindou,Krishnakali,f,fleur,,
reel,hindou,Krishnakumar,m,[noms de Krishna],,
reel,hindou,Kriti,f,Oeuvre d'art,,
reel,hindou,Krupa,f,Faveur,,
reel,hindou,Kruti,f,Création,,
reel,hindou,Kshama,f,Pardon|Patience|[une des formes de la Déesse],,
reel,hindou,Kshamya,f,[un nom de la Terre],,
reel,hindou,Kshantu,m,Patient,,
reel,hindou,Kshipva,f,Assouplie,,
reel,hindou,Kshitij,f,Horizon,,
reel,hindou,Kularanjan,m,Etoile de la Famille,,
reel,hindou,Kulbhushan,m,Ornement de la Famille,,
reel,hindou,Kuldip,m,Lumière de la Famille,,
fantastic,Nain,Kulir,m,Etoile des mineurs,,fantastic
reel,hindou,Kumar,m,jeune Prince,,
reel,hindou,Kumari,f,Jeune|Princesse,,
reel,hindou,Kumud,f,lotus|[un nom du lotus],,
reel,hindou,Kumudini,f,lotus|[un nom du lotus],,
reel,hindou,Kunal,m,Lotus (?), nom d'un fils de l'empereur Ashoka,,
reel,hindou,Kundan,m,Pur,,
reel,hindou,Kundanika,f,Fille|Or|fleur,,
reel,hindou,Kunja,m,Bouquet d'Arbres,,
reel,hindou,Kunjal,f,Coucou,,
reel,hindou,Kunjana,f,Fille|Forêt,,
reel,hindou,Kuntal,f,Chevelure,,
reel,hindou,Kuntala,f,Abondante|Chevelure,,
reel,hindou,Kunti,f,[épouse de Pandu, dans le Mahâbhârata],,
fantastic,Nain,Kurane,f,Roche de la caverne,,fantastic
reel,hindou,Kurangi,f,Biche,,
fantastic,Nain,Kurie,f,Epée loyale,,fantastic
fantastic,Nain,Kurin,m,Colère des neiges,,fantastic
fantastic,Nain,Kurina,f,Marteau des profondeurs,,fantastic
fantastic,Nain,Kurir,m,Etoile brûlante,,fantastic
fantastic,Nain,Kuröm,m,Charge brisée,,fantastic
fantastic,Nain,Kurore,f,Bière puissante,,fantastic
fantastic,Nain,Kurur,m,Pic des profondeurs,,fantastic
reel,hindou,Kusha,m,nom d'une herbe sacrée, et d'un fils de Rama et Sita, frère jumeau de Lava,,
reel,hindou,Kushagra,m,nom d'un roi,,
reel,hindou,Kushal,m,Intelligent,,
reel,hindou,Kushali,f,Coquette,,
reel,hindou,Kusum,f,Fleur,,
reel,hindou,Kusumanjali,f,Offrande|Fleurs,,
reel,hindou,Kusumavati,f,Floraison,,
reel,hindou,Kusumita,f,Fleurie,,
reel,hindou,Kuval,m,Sagesse,,
reel,hindou,Kvanh,m,Sons Mélodieux,,
reel,nord-amérindien,Kwanita,x,esprits sont bons,tribu Zuñi|épicène,
reel,hindou,Labangalata,f,fleur,,
reel,irlandais,Labhaoise,f,,,laoise
reel,hindou,Laboni,f,Corps,,
reel,irlandais,Labraid,m,parleur,irlandais,
reel,hindou,Ladli,f,Aimée,,
reel,irlandais,Ladra,m,voleur,latin,latro
reel,irlandais,Laeg,m,,,
reel,irlandais,Laegaire,m,,,laoghaire
reel,hindou,Laghuvi,f,Tendre,,
fantastic,Nain,Lagnar,m,Lumière des tréfonds,,fantastic
reel,irlandais,Laignen,m,,irlandais,
reel,hindou,Lajita,f,Modeste,,
reel,hindou,Lajja,f,Modestie,,
reel,hindou,Lajjavati,f,Modeste|[nom de la plante sensitive],,
reel,hindou,Lajjili,f,Modeste,,
reel,hindou,Lajvanti,f,Modeste|[nom de la plante sensitive],,
reel,hindou,Lajwanti,f,Modeste,,
reel,hindou,Laksha,f,Rose|Blanche,,
reel,hindou,Lakshan,m,Aspiration,,
reel,hindou,Lakshana,f,favorable|[Celle qui porte des Signes Favorables],,
reel,hindou,Lakshman,m,qui  Porte des Signes de Chance, nom du frère de Rama,,
reel,hindou,Lakshmana,m,qui  Porte des Signes de Chance, nom du frère de Rama,,
reel,hindou,Lakshmi,f,Millionnaire|[nom d'une déesse importante, épouse de Vishnou],,
reel,hindou,Lakshmibanta,m,Chanceux,,
reel,hindou,Lakshmidhar,m,[un nom de Vishnu],,
reel,hindou,Lakshmikanta,m,[un nom de Vishnu],,
reel,hindou,Lakshmishri,f,Fortunée,,
reel,hindou,Lakshya,f,But,,
reel,hindou,Lal,m,Jouer, caresser,,
fantastic,elfe,Lalaith,f,rire,,fantastic
reel,hindou,Lalamani,f,Rubis,,
reel,hindou,Lalan,f,Nourricière,,
reel,hindou,Lali,f,Fille,,
reel,hindou,Lalima,f,Rouge,,
reel,hindou,Lalit,m,Beau,,
reel,hindou,Lalita,f,Passionnée|[une des formes de Parvati, épouse de Shiva],,
reel,hindou,Lalitamohana,f,Attirante,,
reel,hindou,Lalitchandra,m,Belle Lune,,
reel,hindou,Lalitha,f,Passionnée|[une des formes de Parvati, épouse de Shiva],,
reel,hindou,Lalitkumar,m,Beau Garçon,,
reel,hindou,Lalitmohan,m,Beau et Attirant,,
reel,irlandais,Lam,m,main,irlandais,
reel,français,Lambert,m,,,
reel,hindou,Lambodar,m,[un nom de Ganesh],,
warcraft,humain,Landazar,m,,archimage,warcraft
reel,français,Landry,m,,,
reel,hindou,Lankesh,m,de Lanka, nom du démon Ravana,,
reel,irlandais,Laoghaire,m,gardien|veau|cowboy,gaélique,
reel,irlandais,Laoighaire,m,,,laoghaire
reel,irlandais,Laoire,m,,,laoghaire
reel,irlandais,Laoise,f,glorieux|combattant,germanique,louise
warcraft,elfe,Larodar,f,,gardien du bosquet,warcraft
reel,irlandais,Laserian,m,Dieu|aide,hébreux,lazare
reel,hindou,Lasya,f,danse,,
reel,hindou,Lata,f,plante,,
reel,hindou,Latangi,f,Fille|Mince,,
reel,hindou,Latha,f,plante,,
reel,hindou,Latika,f,[diminutif de Lata],,
reel,français,Laura,f,,,
reel,français,Laure,f,,,
reel,français,Laureene,f,,,
reel,français,Laurel,f,,,
fantastic,elfe,Laurelin,f,le chant d'or,,fantastic
reel,français,Laureline,f,,,
reel,français,Lauren,f,,,
reel,français,Laurence,f,,romain,laurent
reel,français,Laurène,f,,,
reel,français,Laurent,m,couronné|laurier,romain,
reel,français,Laurianne,f,couronné|laurier,romain,
reel,français,Laurine,f,couronné|laurier,romain,
reel,hindou,Lava,m,fils de Rama et Sita, frère jumeau de Kusha,,
reel,hindou,Lavali,f,Clou de Girofle,,
reel,hindou,Lavanya,f,Grâce,,
reel,français,Léa,f,élevée|lion,latin,
reel,irlandais,Leary,m,,anglais,laoghaire
reel,irlandais,Leborcham,f,longue|boiteuse,irlandais,
reel,français,Leila,f,nuit,arabe,
reel,hindou,Lekha,f,Écriture,,
fantastic,Nain,Leli,m,Hache levée,,fantastic
reel,français,Léna,f,,,
reel,français,Lennaic,f,,,
reel,nord-amérindien,Lenno,m,homme,,
fantastic,elfe,Lenwë,m,chanteur de crépuscule, nom du rossignol,,fantastic
reel,français,Léo,m,lion|courage|force,latin,
reel,français,Léon,m,lion|courage|force,latin,
reel,français,Léonie,f,lion|courage|force,latin,
reel,français,Léonne,f,,,
reel,français,Léopold,m,,,
reel,nord-amérindien,Leotie,f,fleur de prairie,,
reel,irlandais,Ler,m,océan,irlandais,
reel,français,Létaud,m,,,
reel,français,Leu,m,loup,français,
reel,français,Leufroy,m,,,
reel,irlandais,Liadan,f,dame|grise,gaélique,
reel,irlandais,Liam,m,casque,germanique,william
fantastic,Nain,Libur,m,Protecteur des mineurs,,fantastic
reel,français,Liétald,m,,,
fantastic,Nain,Lifur,m,Montagne des tempêtes,,fantastic
reel,hindou,Lila,f,Danse|divine|Jeu,,
reel,hindou,Lilamayi,f,Joueuse,,
reel,hindou,Lilavati,f,Joueuse|[un nom de la déesse Durga],,
reel,français,Lilian,m,,,
reel,français,Lilou,f,,,
reel,hindou,Lina,f,Dévouée,,
fantastic,elfe,Linaewen,f,lac des oiseaux,,fantastic
fantastic,elfe,Lindorië,f,étoile à la lumière bleue,,fantastic
reel,français,Lionel,m,,,
reel,hindou,Lipi,f,Manuscrit|Divin,,
reel,hindou,Lipika,f,Courte|Lettre,,
reel,français,Lison,f,,,
reel,nord-amérindien,Litonya,f,colibri,Peuple Miwok,
reel,hindou,Lochan,f,l'Œil|Lochana|Yeux,,
reel,irlandais,Lochru,m,,irlandais,
reel,irlandais,Loebhan,m,,,loaven
reel,irlandais,Loeg,m,veau,irlandais,loag
reel,irlandais,Loegaire,m,,,loaghaire
fantastic,Nain,Lognus,m,Paix rouge,,fantastic
reel,hindou,Lohendra,m,Dieu des Trois Mondes,,
reel,hindou,Lohitaksha,m,[un nom de Vishnu],,
reel,français,Loïc,m,force,latin,
reel,hindou,Lokesh,m,[un nom de Brahma],,
reel,hindou,Loknath,m,Seigneur des Mondes, [noms du dieu Vishnu],,
reel,hindou,Lokprakash,m,Lumière des Mondes,,
reel,hindou,Lokranjan,m,Seigneur des Mondes, [noms du dieu Vishnu],,
reel,hindou,Lola,f,[un nom de Lakshmi],,
reel,hindou,Lolaksi,f,energie|[nom d'une shakti (énergie) du dieu Ganesh],,
reel,nord-amérindien,Lomasi,f,jolie fleur,,
fantastic,elfe,Lómelindi,m,chanteur de crépuscule, nom du rossignol,,fantastic
fantastic,elfe,Lómion,m,fils du crépuscule,,fantastic
reel,irlandais,Lomna,m,,irlandais,
reel,hindou,Lona,f,Jolie,,
reel,irlandais,Lonàn,m,petit|merle,irlandais,
reel,hindou,Lopa,f,Instruite,,
reel,hindou,Lopamudra,f,[nom de l'épouse du sage Kasyapa],,
fantastic,Nain,Loran,m,Charge hurlante,,fantastic
warcraft,mort-vivant,Lord Darkhallow,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Lord Darkscythe,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Lord Dethstorm,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Lord Lightstalker,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Lord Maldazaar,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Lord Nightsorrow,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Lord Soulrender,m,,Chevalier de la mort,warcraft
reel,français,Lorène,f,,,
fantastic,elfe,Lorgan,m,tête d'or,,fantastic
fantastic,elfe,Lórindol,m,tête d'or,,fantastic
reel,français,Lorrain,m,,,
reel,français,Lorraine,f,,,
reel,français,Lothaire,m,,,
reel,irlandais,Lothar,m,,irlandais,
reel,français,Lou,f,,germanique,louis
reel,français,Louis,m,glorieux|combat|guerrier|illustre,germanique,
reel,français,Louise,f,,germanique,louis
reel,français,Loup,m,,,
reel,irlandais,Luaine,f,lune,irlandais,luan
reel,irlandais,Luam,m,pilote,irlandais,
reel,irlandais,Lucan,m,,latin,lucas
reel,français,Lucas,m,lumière,latin,lucas
reel,irlandais,Lucatmel,m,,,lucetmael
reel,irlandais,Lucetmael,m,prince,irlandais,mael
reel,irlandais,Lucetmel,m,,,lucetmael
reel,français,Lucie,f,lumière,latin,
reel,français,Lucien,m,lumière,latin,
reel,français,Lucienne,f,,latin,lucien
reel,français,Lucile,f,,,
reel,français,Lucille,f,,,
reel,français,Ludivine,f,,,
reel,français,Ludolphe,m,,,
reel,français,Ludovic,m,illustre|glorieux|bataille|combattant,latin,louis
reel,irlandais,Lug,m,,,
reel,irlandais,Lughtierne,f,lumière|chef,celtique,loudiern
fantastic,elfe,Luinil,f,étoile à la lumière bleue,,fantastic
reel,nord-amérindien,Lulu,f,lièvre,,
fantastic,elfe,Lúthien,f,l'épée noire,,fantastic
reel,français,Lydia,f,,,
reel,français,Lydie,f,,,
reel,français,Lætitia,f,Joie,latin,
reel,irlandais,Maav,f,reine|guerrier|celte|mort|combat|fidèles,celtique,
fantastic,elfe,Mablung,m,la main lourde,,fantastic
reel,irlandais,Macchile,m,,irlandais,
reel,irlandais,Macha,f,plaine,irlandais,magosia
reel,irlandais,Máda,f,,,maitilde
reel,irlandais,Madailéin,f,,hébreux,madeleine
reel,hindou,Madan,m,[un nom de Kama, le Cupidon hindou,,
reel,français,Madeleine,f,,,
reel,hindou,Madhav,m,Printanier, un aspect de Vishnu et Krishna,,
reel,hindou,Madhavi,f,Jeune|Printanière,,
reel,hindou,Madhavilata,f,plante|fleurs,,
reel,hindou,Madhu,f,Miel,,
reel,hindou,Madhubala,f,Douce|Petite|Fille,,
reel,hindou,Madhuk,m,Abeille,,
reel,hindou,Madhukanta,m,[un nom de la Lune],,
reel,hindou,Madhuksara,f,miel|[Celle qui Verse du Miel],,
reel,hindou,Madhulata,f,fleur,,
reel,hindou,Madhulekha,f,Belle,,
reel,hindou,Madhulika,f,Miel,,
reel,hindou,Madhumati,f,miel|[Pleine de Miel],,
reel,hindou,Madhumita,f,miel|[Pleine de Miel],,
reel,hindou,Madhunisha,f,Douce|Nuit,,
reel,hindou,Madhup,m,Abeille,,
reel,hindou,Madhur,f,Douce,,
reel,hindou,Madhura,f,Sucre,,
reel,hindou,Madhuri,f,Douceur,,
reel,hindou,Madhurima,f,Douceur,,
reel,hindou,Madhushri,f,Printemps,,
reel,hindou,Madhusudhana,m,destructeur du démon Madhu, nom de Vishnu,,
reel,hindou,Madirakshi,f,Yeux|Ensorceleurs,,
reel,français,Madyson,f,,,
reel,tahitien,Maea,f,,,
reel,irlandais,Maedhbh,f,ivresse,celtique,mebd
fantastic,elfe,Maedhros,m,œil vif,,fantastic
fantastic,elfe,Maeglin,m,œil vif,,fantastic
reel,français,Maëlys,f,,,
reel,tahitien,Maerehia,f,,,
